alignment model score count replica lf domain
NWMn G_model 1300 524831 0 100 0
NWMn G_model 1310 2355 0 100 0
NWMn G_model 1320 4449 0 100 0
NWMn G_model 1330 2357 0 100 0
NWMn G_model 1340 5353 0 100 0
NWMn G_model 1350 2317 0 100 0
NWMn G_model 1360 6429 0 100 0
NWMn G_model 1370 1965 0 100 0
NWMn G_model 1380 7610 0 100 0
NWMn G_model 1390 1520 0 100 0
NWMn G_model 1400 215109 0 100 0
NWMn G_model 1410 669 0 100 0
NWMn G_model 1420 1407 0 100 0
NWMn G_model 1430 675 0 100 0
NWMn G_model 1440 1670 0 100 0
NWMn G_model 1450 666 0 100 0
NWMn G_model 1460 1994 0 100 0
NWMn G_model 1470 612 0 100 0
NWMn G_model 1480 2387 0 100 0
NWMn G_model 1490 410 0 100 0
NWMn G_model 1500 81444 0 100 0
NWMn G_model 1510 190 0 100 0
NWMn G_model 1520 387 0 100 0
NWMn G_model 1530 177 0 100 0
NWMn G_model 1540 453 0 100 0
NWMn G_model 1550 187 0 100 0
NWMn G_model 1560 584 0 100 0
NWMn G_model 1570 160 0 100 0
NWMn G_model 1580 723 0 100 0
NWMn G_model 1590 101 0 100 0
NWMn G_model 1600 28590 0 100 0
NWMn G_model 1610 37 0 100 0
NWMn G_model 1620 112 0 100 0
NWMn G_model 1630 47 0 100 0
NWMn G_model 1640 131 0 100 0
NWMn G_model 1650 44 0 100 0
NWMn G_model 1660 149 0 100 0
NWMn G_model 1670 42 0 100 0
NWMn G_model 1680 190 0 100 0
NWMn G_model 1690 30 0 100 0
NWMn G_model 1700 9449 0 100 0
NWMn G_model 1710 7 0 100 0
NWMn G_model 1720 21 0 100 0
NWMn G_model 1730 4 0 100 0
NWMn G_model 1740 24 0 100 0
NWMn G_model 1750 7 0 100 0
NWMn G_model 1760 38 0 100 0
NWMn G_model 1770 11 0 100 0
NWMn G_model 1780 58 0 100 0
NWMn G_model 1790 4 0 100 0
NWMn G_model 1800 2981 0 100 0
NWMn G_model 1820 10 0 100 0
NWMn G_model 1830 3 0 100 0
NWMn G_model 1840 4 0 100 0
NWMn G_model 1850 1 0 100 0
NWMn G_model 1860 14 0 100 0
NWMn G_model 1870 2 0 100 0
NWMn G_model 1880 16 0 100 0
NWMn G_model 1890 1 0 100 0
NWMn G_model 1900 850 0 100 0
NWMn G_model 1920 2 0 100 0
NWMn G_model 1940 1 0 100 0
NWMn G_model 1960 2 0 100 0
NWMn G_model 1980 5 0 100 0
NWMn G_model 2000 246 0 100 0
NWMn G_model 2040 1 0 100 0
NWMn G_model 2050 1 0 100 0
NWMn G_model 2090 1 0 100 0
NWMn G_model 2100 69 0 100 0
NWMn G_model 2160 1 0 100 0
NWMn G_model 2200 14 0 100 0
NWMn G_model 2300 5 0 100 0
NWMn P_model 0 527 0 100 0
NWMn P_model 10 72 0 100 0
NWMn P_model 20 201 0 100 0
NWMn P_model 30 120 0 100 0
NWMn P_model 40 317 0 100 0
NWMn P_model 50 196 0 100 0
NWMn P_model 60 520 0 100 0
NWMn P_model 70 287 0 100 0
NWMn P_model 80 954 0 100 0
NWMn P_model 90 507 0 100 0
NWMn P_model 100 24890 0 100 0
NWMn P_model 110 3612 0 100 0
NWMn P_model 120 6643 0 100 0
NWMn P_model 130 4941 0 100 0
NWMn P_model 140 9695 0 100 0
NWMn P_model 150 6774 0 100 0
NWMn P_model 160 14726 0 100 0
NWMn P_model 170 8833 0 100 0
NWMn P_model 180 23056 0 100 0
NWMn P_model 190 11559 0 100 0
NWMn P_model 200 330466 0 100 0
NWMn P_model 210 40560 0 100 0
NWMn P_model 220 62127 0 100 0
NWMn P_model 230 49764 0 100 0
NWMn P_model 240 84243 0 100 0
NWMn P_model 250 60217 0 100 0
NWMn P_model 260 115928 0 100 0
NWMn P_model 270 71388 0 100 0
NWMn P_model 280 163074 0 100 0
NWMn P_model 290 80542 0 100 0
NWMn P_model 300 1786361 0 100 0
NWMn P_model 310 177331 0 100 0
NWMn P_model 320 247817 0 100 0
NWMn P_model 330 203188 0 100 0
NWMn P_model 340 314659 0 100 0
NWMn P_model 350 229221 0 100 0
NWMn P_model 360 403493 0 100 0
NWMn P_model 370 248352 0 100 0
NWMn P_model 380 525749 0 100 0
NWMn P_model 390 253634 0 100 0
NWMn P_model 400 5135027 0 100 0
NWMn P_model 410 403739 0 100 0
NWMn P_model 420 540092 0 100 0
NWMn P_model 430 440880 0 100 0
NWMn P_model 440 651979 0 100 0
NWMn P_model 450 470327 0 100 0
NWMn P_model 460 797485 0 100 0
NWMn P_model 470 479173 0 100 0
NWMn P_model 480 989144 0 100 0
NWMn P_model 490 453690 0 100 0
NWMn P_model 500 9355563 0 100 0
NWMn P_model 510 572589 0 100 0
NWMn P_model 520 748474 0 100 0
NWMn P_model 530 604038 0 100 0
NWMn P_model 540 881730 0 100 0
NWMn P_model 550 620785 0 100 0
NWMn P_model 560 1048244 0 100 0
NWMn P_model 570 606302 0 100 0
NWMn P_model 580 1256750 0 100 0
NWMn P_model 590 541392 0 100 0
NWMn P_model 600 12155590 0 100 0
NWMn P_model 610 567859 0 100 0
NWMn P_model 620 748775 0 100 0
NWMn P_model 630 588719 0 100 0
NWMn P_model 640 866481 0 100 0
NWMn P_model 650 587632 0 100 0
NWMn P_model 660 1008159 0 100 0
NWMn P_model 670 556828 0 100 0
NWMn P_model 680 1189593 0 100 0
NWMn P_model 690 477729 0 100 0
NWMn P_model 700 12258748 0 100 0
NWMn P_model 710 429287 0 100 0
NWMn P_model 720 579560 0 100 0
NWMn P_model 730 440464 0 100 0
NWMn P_model 740 664510 0 100 0
NWMn P_model 750 431811 0 100 0
NWMn P_model 760 768775 0 100 0
NWMn P_model 770 400823 0 100 0
NWMn P_model 780 895195 0 100 0
NWMn P_model 790 331995 0 100 0
NWMn P_model 800 10109760 0 100 0
NWMn P_model 810 262745 0 100 0
NWMn P_model 820 367918 0 100 0
NWMn P_model 830 266399 0 100 0
NWMn P_model 840 421344 0 100 0
NWMn P_model 850 259136 0 100 0
NWMn P_model 860 483681 0 100 0
NWMn P_model 870 236605 0 100 0
NWMn P_model 880 561102 0 100 0
NWMn P_model 890 190661 0 100 0
NWMn P_model 900 7095990 0 100 0
NWMn P_model 910 134379 0 100 0
NWMn P_model 920 197370 0 100 0
NWMn P_model 930 136672 0 100 0
NWMn P_model 940 226382 0 100 0
NWMn P_model 950 131533 0 100 0
NWMn P_model 960 261109 0 100 0
NWMn P_model 970 118581 0 100 0
NWMn P_model 980 302719 0 100 0
NWMn P_model 990 93927 0 100 0
NWMn P_model 1000 4363146 0 100 0
NWMn P_model 1010 59798 0 100 0
NWMn P_model 1020 92563 0 100 0
NWMn P_model 1030 60504 0 100 0
NWMn P_model 1040 106870 0 100 0
NWMn P_model 1050 58284 0 100 0
NWMn P_model 1060 123223 0 100 0
NWMn P_model 1070 52463 0 100 0
NWMn P_model 1080 143694 0 100 0
NWMn P_model 1090 40522 0 100 0
NWMn P_model 1100 2387864 0 100 0
NWMn P_model 1110 23481 0 100 0
NWMn P_model 1120 38641 0 100 0
NWMn P_model 1130 23958 0 100 0
NWMn P_model 1140 44585 0 100 0
NWMn P_model 1150 22763 0 100 0
NWMn P_model 1160 52464 0 100 0
NWMn P_model 1170 20580 0 100 0
NWMn P_model 1180 60993 0 100 0
NWMn P_model 1190 15319 0 100 0
NWMn P_model 1200 1181230 0 100 0
NWMn P_model 1210 8338 0 100 0
NWMn P_model 1220 14640 0 100 0
NWMn P_model 1230 8375 0 100 0
NWMn P_model 1240 17123 0 100 0
NWMn P_model 1250 8181 0 100 0
NWMn P_model 1260 20122 0 100 0
NWMn P_model 1270 7131 0 100 0
NWMn P_model 1280 23492 0 100 0
NWMn P_model 1290 5443 0 100 0
NWMn P_model 1300 534644 0 100 0
NWMn P_model 1310 2642 0 100 0
NWMn P_model 1320 5000 0 100 0
NWMn P_model 1330 2774 0 100 0
NWMn P_model 1340 5967 0 100 0
NWMn P_model 1350 2637 0 100 0
NWMn P_model 1360 7083 0 100 0
NWMn P_model 1370 2361 0 100 0
NWMn P_model 1380 8497 0 100 0
NWMn P_model 1390 1719 0 100 0
NWMn P_model 1400 222359 0 100 0
NWMn P_model 1410 742 0 100 0
NWMn P_model 1420 1580 0 100 0
NWMn P_model 1430 828 0 100 0
NWMn P_model 1440 1904 0 100 0
NWMn P_model 1450 772 0 100 0
NWMn P_model 1460 2317 0 100 0
NWMn P_model 1470 708 0 100 0
NWMn P_model 1480 2759 0 100 0
NWMn P_model 1490 517 0 100 0
NWMn P_model 1500 84933 0 100 0
NWMn P_model 1510 222 0 100 0
NWMn P_model 1520 477 0 100 0
NWMn P_model 1530 242 0 100 0
NWMn P_model 1540 525 0 100 0
NWMn P_model 1550 251 0 100 0
NWMn P_model 1560 646 0 100 0
NWMn P_model 1570 184 0 100 0
NWMn P_model 1580 846 0 100 0
NWMn P_model 1590 166 0 100 0
NWMn P_model 1600 31133 0 100 0
NWMn P_model 1610 58 0 100 0
NWMn P_model 1620 120 0 100 0
NWMn P_model 1630 40 0 100 0
NWMn P_model 1640 135 0 100 0
NWMn P_model 1650 75 0 100 0
NWMn P_model 1660 197 0 100 0
NWMn P_model 1670 55 0 100 0
NWMn P_model 1680 209 0 100 0
NWMn P_model 1690 31 0 100 0
NWMn P_model 1700 10394 0 100 0
NWMn P_model 1710 12 0 100 0
NWMn P_model 1720 40 0 100 0
NWMn P_model 1730 21 0 100 0
NWMn P_model 1740 40 0 100 0
NWMn P_model 1750 11 0 100 0
NWMn P_model 1760 53 0 100 0
NWMn P_model 1770 13 0 100 0
NWMn P_model 1780 56 0 100 0
NWMn P_model 1790 12 0 100 0
NWMn P_model 1800 3285 0 100 0
NWMn P_model 1810 2 0 100 0
NWMn P_model 1820 1 0 100 0
NWMn P_model 1830 3 0 100 0
NWMn P_model 1840 9 0 100 0
NWMn P_model 1850 9 0 100 0
NWMn P_model 1860 13 0 100 0
NWMn P_model 1870 5 0 100 0
NWMn P_model 1880 12 0 100 0
NWMn P_model 1890 2 0 100 0
NWMn P_model 1900 982 0 100 0
NWMn P_model 1910 1 0 100 0
NWMn P_model 1920 1 0 100 0
NWMn P_model 1940 5 0 100 0
NWMn P_model 1960 2 0 100 0
NWMn P_model 1970 1 0 100 0
NWMn P_model 1980 6 0 100 0
NWMn P_model 2000 266 0 100 0
NWMn P_model 2060 1 0 100 0
NWMn P_model 2080 3 0 100 0
NWMn P_model 2100 71 0 100 0
NWMn P_model 2110 1 0 100 0
NWMn P_model 2160 1 0 100 0
NWMn P_model 2200 20 0 100 0
NWMn P_model 2300 5 0 100 0
NWMn P_model 2400 2 0 100 0
NWMn P_model 2500 1 0 100 0
NWMn F_model 0 583 0 100 0
NWMn F_model 10 94 0 100 0
NWMn F_model 20 194 0 100 0
NWMn F_model 30 125 0 100 0
NWMn F_model 40 311 0 100 0
NWMn F_model 50 207 0 100 0
NWMn F_model 60 612 0 100 0
NWMn F_model 70 300 0 100 0
NWMn F_model 80 1005 0 100 0
NWMn F_model 90 455 0 100 0
NWMn F_model 100 26668 0 100 0
NWMn F_model 110 3617 0 100 0
NWMn F_model 120 6693 0 100 0
NWMn F_model 130 5168 0 100 0
NWMn F_model 140 9915 0 100 0
NWMn F_model 150 7084 0 100 0
NWMn F_model 160 14883 0 100 0
NWMn F_model 170 9047 0 100 0
NWMn F_model 180 23438 0 100 0
NWMn F_model 190 11864 0 100 0
NWMn F_model 200 338010 0 100 0
NWMn F_model 210 40735 0 100 0
NWMn F_model 220 62802 0 100 0
NWMn F_model 230 49953 0 100 0
NWMn F_model 240 84460 0 100 0
NWMn F_model 250 61033 0 100 0
NWMn F_model 260 116949 0 100 0
NWMn F_model 270 71731 0 100 0
NWMn F_model 280 163382 0 100 0
NWMn F_model 290 81006 0 100 0
NWMn F_model 300 1808304 0 100 0
NWMn F_model 310 176830 0 100 0
NWMn F_model 320 248947 0 100 0
NWMn F_model 330 202602 0 100 0
NWMn F_model 340 315206 0 100 0
NWMn F_model 350 227968 0 100 0
NWMn F_model 360 403564 0 100 0
NWMn F_model 370 247736 0 100 0
NWMn F_model 380 524862 0 100 0
NWMn F_model 390 252576 0 100 0
NWMn F_model 400 5150824 0 100 0
NWMn F_model 410 400823 0 100 0
NWMn F_model 420 537654 0 100 0
NWMn F_model 430 439118 0 100 0
NWMn F_model 440 649071 0 100 0
NWMn F_model 450 466880 0 100 0
NWMn F_model 460 795741 0 100 0
NWMn F_model 470 477880 0 100 0
NWMn F_model 480 987213 0 100 0
NWMn F_model 490 452213 0 100 0
NWMn F_model 500 9345407 0 100 0
NWMn F_model 510 568118 0 100 0
NWMn F_model 520 745234 0 100 0
NWMn F_model 530 599301 0 100 0
NWMn F_model 540 877821 0 100 0
NWMn F_model 550 616415 0 100 0
NWMn F_model 560 1042883 0 100 0
NWMn F_model 570 603150 0 100 0
NWMn F_model 580 1251026 0 100 0
NWMn F_model 590 541365 0 100 0
NWMn F_model 600 12131400 0 100 0
NWMn F_model 610 567560 0 100 0
NWMn F_model 620 746947 0 100 0
NWMn F_model 630 586650 0 100 0
NWMn F_model 640 863203 0 100 0
NWMn F_model 650 586691 0 100 0
NWMn F_model 660 1006755 0 100 0
NWMn F_model 670 557402 0 100 0
NWMn F_model 680 1185405 0 100 0
NWMn F_model 690 476325 0 100 0
NWMn F_model 700 12218726 0 100 0
NWMn F_model 710 431001 0 100 0
NWMn F_model 720 581297 0 100 0
NWMn F_model 730 440460 0 100 0
NWMn F_model 740 665102 0 100 0
NWMn F_model 750 433117 0 100 0
NWMn F_model 760 767895 0 100 0
NWMn F_model 770 401136 0 100 0
NWMn F_model 780 894496 0 100 0
NWMn F_model 790 331414 0 100 0
NWMn F_model 800 10094799 0 100 0
NWMn F_model 810 264794 0 100 0
NWMn F_model 820 370306 0 100 0
NWMn F_model 830 267613 0 100 0
NWMn F_model 840 423885 0 100 0
NWMn F_model 850 260723 0 100 0
NWMn F_model 860 484254 0 100 0
NWMn F_model 870 238488 0 100 0
NWMn F_model 880 562339 0 100 0
NWMn F_model 890 192530 0 100 0
NWMn F_model 900 7098467 0 100 0
NWMn F_model 910 136136 0 100 0
NWMn F_model 920 198760 0 100 0
NWMn F_model 930 137814 0 100 0
NWMn F_model 940 229292 0 100 0
NWMn F_model 950 132816 0 100 0
NWMn F_model 960 263229 0 100 0
NWMn F_model 970 120332 0 100 0
NWMn F_model 980 304599 0 100 0
NWMn F_model 990 95296 0 100 0
NWMn F_model 1000 4373274 0 100 0
NWMn F_model 1010 60551 0 100 0
NWMn F_model 1020 93808 0 100 0
NWMn F_model 1030 61266 0 100 0
NWMn F_model 1040 108468 0 100 0
NWMn F_model 1050 59188 0 100 0
NWMn F_model 1060 125491 0 100 0
NWMn F_model 1070 53602 0 100 0
NWMn F_model 1080 145707 0 100 0
NWMn F_model 1090 41613 0 100 0
NWMn F_model 1100 2403131 0 100 0
NWMn F_model 1110 24105 0 100 0
NWMn F_model 1120 39659 0 100 0
NWMn F_model 1130 24393 0 100 0
NWMn F_model 1140 45361 0 100 0
NWMn F_model 1150 23601 0 100 0
NWMn F_model 1160 53344 0 100 0
NWMn F_model 1170 21126 0 100 0
NWMn F_model 1180 62384 0 100 0
NWMn F_model 1190 16080 0 100 0
NWMn F_model 1200 1192452 0 100 0
NWMn F_model 1210 8528 0 100 0
NWMn F_model 1220 14974 0 100 0
NWMn F_model 1230 8644 0 100 0
NWMn F_model 1240 17543 0 100 0
NWMn F_model 1250 8423 0 100 0
NWMn F_model 1260 20497 0 100 0
NWMn F_model 1270 7419 0 100 0
NWMn F_model 1280 23973 0 100 0
NWMn F_model 1290 5726 0 100 0
NWMn F_model 1300 539469 0 100 0
NWMn F_model 1310 2821 0 100 0
NWMn F_model 1320 5279 0 100 0
NWMn F_model 1330 2814 0 100 0
NWMn F_model 1340 6138 0 100 0
NWMn F_model 1350 2787 0 100 0
NWMn F_model 1360 7165 0 100 0
NWMn F_model 1370 2419 0 100 0
NWMn F_model 1380 8758 0 100 0
NWMn F_model 1390 1889 0 100 0
NWMn F_model 1400 225536 0 100 0
NWMn F_model 1410 805 0 100 0
NWMn F_model 1420 1663 0 100 0
NWMn F_model 1430 845 0 100 0
NWMn F_model 1440 2009 0 100 0
NWMn F_model 1450 814 0 100 0
NWMn F_model 1460 2366 0 100 0
NWMn F_model 1470 738 0 100 0
NWMn F_model 1480 2809 0 100 0
NWMn F_model 1490 575 0 100 0
NWMn F_model 1500 87503 0 100 0
NWMn F_model 1510 206 0 100 0
NWMn F_model 1520 493 0 100 0
NWMn F_model 1530 235 0 100 0
NWMn F_model 1540 612 0 100 0
NWMn F_model 1550 240 0 100 0
NWMn F_model 1560 742 0 100 0
NWMn F_model 1570 232 0 100 0
NWMn F_model 1580 944 0 100 0
NWMn F_model 1590 180 0 100 0
NWMn F_model 1600 31273 0 100 0
NWMn F_model 1610 57 0 100 0
NWMn F_model 1620 156 0 100 0
NWMn F_model 1630 67 0 100 0
NWMn F_model 1640 158 0 100 0
NWMn F_model 1650 72 0 100 0
NWMn F_model 1660 198 0 100 0
NWMn F_model 1670 54 0 100 0
NWMn F_model 1680 236 0 100 0
NWMn F_model 1690 40 0 100 0
NWMn F_model 1700 10533 0 100 0
NWMn F_model 1710 14 0 100 0
NWMn F_model 1720 35 0 100 0
NWMn F_model 1730 20 0 100 0
NWMn F_model 1740 39 0 100 0
NWMn F_model 1750 14 0 100 0
NWMn F_model 1760 46 0 100 0
NWMn F_model 1770 10 0 100 0
NWMn F_model 1780 60 0 100 0
NWMn F_model 1790 13 0 100 0
NWMn F_model 1800 3472 0 100 0
NWMn F_model 1810 8 0 100 0
NWMn F_model 1820 9 0 100 0
NWMn F_model 1830 6 0 100 0
NWMn F_model 1840 5 0 100 0
NWMn F_model 1860 16 0 100 0
NWMn F_model 1870 3 0 100 0
NWMn F_model 1880 18 0 100 0
NWMn F_model 1890 2 0 100 0
NWMn F_model 1900 1015 0 100 0
NWMn F_model 1920 1 0 100 0
NWMn F_model 1930 1 0 100 0
NWMn F_model 1940 3 0 100 0
NWMn F_model 1960 3 0 100 0
NWMn F_model 1980 7 0 100 0
NWMn F_model 1990 1 0 100 0
NWMn F_model 2000 292 0 100 0
NWMn F_model 2030 2 0 100 0
NWMn F_model 2060 1 0 100 0
NWMn F_model 2080 2 0 100 0
NWMn F_model 2100 80 0 100 0
NWMn F_model 2110 1 0 100 0
NWMn F_model 2200 20 0 100 0
NWMn F_model 2300 10 0 100 0
NWMn T_model 0 58 0 100 0
NWMn T_model 10 17 0 100 0
NWMn T_model 20 47 0 100 0
NWMn T_model 30 26 0 100 0
NWMn T_model 40 78 0 100 0
NWMn T_model 50 44 0 100 0
NWMn T_model 60 165 0 100 0
NWMn T_model 70 125 0 100 0
NWMn T_model 80 327 0 100 0
NWMn T_model 90 191 0 100 0
NWMn T_model 100 8089 0 100 0
NWMn T_model 110 1704 0 100 0
NWMn T_model 120 2946 0 100 0
NWMn T_model 130 2585 0 100 0
NWMn T_model 140 4841 0 100 0
NWMn T_model 150 3648 0 100 0
NWMn T_model 160 8108 0 100 0
NWMn T_model 170 5445 0 100 0
NWMn T_model 180 13415 0 100 0
NWMn T_model 190 7582 0 100 0
NWMn T_model 200 181958 0 100 0
NWMn T_model 210 28853 0 100 0
NWMn T_model 220 42903 0 100 0
NWMn T_model 230 37030 0 100 0
NWMn T_model 240 60613 0 100 0
NWMn T_model 250 47490 0 100 0
NWMn T_model 260 87408 0 100 0
NWMn T_model 270 58615 0 100 0
NWMn T_model 280 127584 0 100 0
NWMn T_model 290 69857 0 100 0
NWMn T_model 300 1311026 0 100 0
NWMn T_model 310 160685 0 100 0
NWMn T_model 320 217946 0 100 0
NWMn T_model 330 189269 0 100 0
NWMn T_model 340 280683 0 100 0
NWMn T_model 350 218020 0 100 0
NWMn T_model 360 367759 0 100 0
NWMn T_model 370 242424 0 100 0
NWMn T_model 380 488923 0 100 0
NWMn T_model 390 253898 0 100 0
NWMn T_model 400 4434097 0 100 0
NWMn T_model 410 415021 0 100 0
NWMn T_model 420 533418 0 100 0
NWMn T_model 430 459783 0 100 0
NWMn T_model 440 652406 0 100 0
NWMn T_model 450 495004 0 100 0
NWMn T_model 460 804321 0 100 0
NWMn T_model 470 511519 0 100 0
NWMn T_model 480 1003770 0 100 0
NWMn T_model 490 490658 0 100 0
NWMn T_model 500 8836472 0 100 0
NWMn T_model 510 624358 0 100 0
NWMn T_model 520 788903 0 100 0
NWMn T_model 530 661560 0 100 0
NWMn T_model 540 930346 0 100 0
NWMn T_model 550 682423 0 100 0
NWMn T_model 560 1102417 0 100 0
NWMn T_model 570 669203 0 100 0
NWMn T_model 580 1327322 0 100 0
NWMn T_model 590 600128 0 100 0
NWMn T_model 600 12068544 0 100 0
NWMn T_model 610 630978 0 100 0
NWMn T_model 620 803493 0 100 0
NWMn T_model 630 649990 0 100 0
NWMn T_model 640 929930 0 100 0
NWMn T_model 650 650016 0 100 0
NWMn T_model 660 1080633 0 100 0
NWMn T_model 670 615829 0 100 0
NWMn T_model 680 1269400 0 100 0
NWMn T_model 690 524832 0 100 0
NWMn T_model 700 12452138 0 100 0
NWMn T_model 710 471225 0 100 0
NWMn T_model 720 620615 0 100 0
NWMn T_model 730 478178 0 100 0
NWMn T_model 740 710604 0 100 0
NWMn T_model 750 470647 0 100 0
NWMn T_model 760 815739 0 100 0
NWMn T_model 770 432605 0 100 0
NWMn T_model 780 948799 0 100 0
NWMn T_model 790 356382 0 100 0
NWMn T_model 800 10371438 0 100 0
NWMn T_model 810 278945 0 100 0
NWMn T_model 820 385224 0 100 0
NWMn T_model 830 280384 0 100 0
NWMn T_model 840 439692 0 100 0
NWMn T_model 850 272451 0 100 0
NWMn T_model 860 505485 0 100 0
NWMn T_model 870 247364 0 100 0
NWMn T_model 880 582108 0 100 0
NWMn T_model 890 197112 0 100 0
NWMn T_model 900 7284038 0 100 0
NWMn T_model 910 135753 0 100 0
NWMn T_model 920 200847 0 100 0
NWMn T_model 930 137572 0 100 0
NWMn T_model 940 229129 0 100 0
NWMn T_model 950 132590 0 100 0
NWMn T_model 960 264167 0 100 0
NWMn T_model 970 117763 0 100 0
NWMn T_model 980 305313 0 100 0
NWMn T_model 990 92769 0 100 0
NWMn T_model 1000 4450012 0 100 0
NWMn T_model 1010 56921 0 100 0
NWMn T_model 1020 90257 0 100 0
NWMn T_model 1030 57406 0 100 0
NWMn T_model 1040 104567 0 100 0
NWMn T_model 1050 55280 0 100 0
NWMn T_model 1060 120132 0 100 0
NWMn T_model 1070 49245 0 100 0
NWMn T_model 1080 139462 0 100 0
NWMn T_model 1090 37247 0 100 0
NWMn T_model 1100 2409058 0 100 0
NWMn T_model 1110 21001 0 100 0
NWMn T_model 1120 35502 0 100 0
NWMn T_model 1130 21165 0 100 0
NWMn T_model 1140 41641 0 100 0
NWMn T_model 1150 20264 0 100 0
NWMn T_model 1160 48208 0 100 0
NWMn T_model 1170 18112 0 100 0
NWMn T_model 1180 56742 0 100 0
NWMn T_model 1190 13617 0 100 0
NWMn T_model 1200 1170916 0 100 0
NWMn T_model 1210 6838 0 100 0
NWMn T_model 1220 12715 0 100 0
NWMn T_model 1230 6881 0 100 0
NWMn T_model 1240 15089 0 100 0
NWMn T_model 1250 6719 0 100 0
NWMn T_model 1260 17772 0 100 0
NWMn T_model 1270 5882 0 100 0
NWMn T_model 1280 20396 0 100 0
NWMn T_model 1290 4361 0 100 0
NWMn T_model 1300 518786 0 100 0
NWMn T_model 1310 1992 0 100 0
NWMn T_model 1320 4107 0 100 0
NWMn T_model 1330 2162 0 100 0
NWMn T_model 1340 5028 0 100 0
NWMn T_model 1350 2076 0 100 0
NWMn T_model 1360 5818 0 100 0
NWMn T_model 1370 1762 0 100 0
NWMn T_model 1380 6897 0 100 0
NWMn T_model 1390 1272 0 100 0
NWMn T_model 1400 210521 0 100 0
NWMn T_model 1410 575 0 100 0
NWMn T_model 1420 1159 0 100 0
NWMn T_model 1430 569 0 100 0
NWMn T_model 1440 1423 0 100 0
NWMn T_model 1450 550 0 100 0
NWMn T_model 1460 1797 0 100 0
NWMn T_model 1470 455 0 100 0
NWMn T_model 1480 2123 0 100 0
NWMn T_model 1490 327 0 100 0
NWMn T_model 1500 78466 0 100 0
NWMn T_model 1510 149 0 100 0
NWMn T_model 1520 335 0 100 0
NWMn T_model 1530 143 0 100 0
NWMn T_model 1540 419 0 100 0
NWMn T_model 1550 132 0 100 0
NWMn T_model 1560 484 0 100 0
NWMn T_model 1570 136 0 100 0
NWMn T_model 1580 564 0 100 0
NWMn T_model 1590 99 0 100 0
NWMn T_model 1600 26921 0 100 0
NWMn T_model 1610 30 0 100 0
NWMn T_model 1620 88 0 100 0
NWMn T_model 1630 41 0 100 0
NWMn T_model 1640 101 0 100 0
NWMn T_model 1650 32 0 100 0
NWMn T_model 1660 129 0 100 0
NWMn T_model 1670 27 0 100 0
NWMn T_model 1680 158 0 100 0
NWMn T_model 1690 27 0 100 0
NWMn T_model 1700 8684 0 100 0
NWMn T_model 1710 6 0 100 0
NWMn T_model 1720 20 0 100 0
NWMn T_model 1730 8 0 100 0
NWMn T_model 1740 28 0 100 0
NWMn T_model 1750 4 0 100 0
NWMn T_model 1760 34 0 100 0
NWMn T_model 1770 7 0 100 0
NWMn T_model 1780 35 0 100 0
NWMn T_model 1790 4 0 100 0
NWMn T_model 1800 2627 0 100 0
NWMn T_model 1810 4 0 100 0
NWMn T_model 1820 5 0 100 0
NWMn T_model 1830 3 0 100 0
NWMn T_model 1840 7 0 100 0
NWMn T_model 1850 1 0 100 0
NWMn T_model 1860 7 0 100 0
NWMn T_model 1880 7 0 100 0
NWMn T_model 1890 1 0 100 0
NWMn T_model 1900 727 0 100 0
NWMn T_model 1910 2 0 100 0
NWMn T_model 1940 1 0 100 0
NWMn T_model 1960 1 0 100 0
NWMn T_model 1970 2 0 100 0
NWMn T_model 1980 1 0 100 0
NWMn T_model 2000 186 0 100 0
NWMn T_model 2100 53 0 100 0
NWMn T_model 2200 7 0 100 0
NWMn T_model 2300 2 0 100 0
NWMn T_model 2400 1 0 100 0
NWMn T_model 3300 1 0 100 0
NWMn T_model 7620 1 0 100 0
NWMn A_model 0 46 0 100 0
NWMn A_model 10 18 0 100 0
NWMn A_model 20 33 0 100 0
NWMn A_model 30 24 0 100 0
NWMn A_model 40 77 0 100 0
NWMn A_model 50 55 0 100 0
NWMn A_model 60 138 0 100 0
NWMn A_model 70 111 0 100 0
NWMn A_model 80 326 0 100 0
NWMn A_model 90 176 0 100 0
NWMn A_model 100 8253 0 100 0
NWMn A_model 110 1687 0 100 0
NWMn A_model 120 2970 0 100 0
NWMn A_model 130 2422 0 100 0
NWMn A_model 140 4748 0 100 0
NWMn A_model 150 3702 0 100 0
NWMn A_model 160 7885 0 100 0
NWMn A_model 170 5387 0 100 0
NWMn A_model 180 13595 0 100 0
NWMn A_model 190 7596 0 100 0
NWMn A_model 200 182675 0 100 0
NWMn A_model 210 29084 0 100 0
NWMn A_model 220 43260 0 100 0
NWMn A_model 230 37249 0 100 0
NWMn A_model 240 60759 0 100 0
NWMn A_model 250 47964 0 100 0
NWMn A_model 260 87870 0 100 0
NWMn A_model 270 58972 0 100 0
NWMn A_model 280 129180 0 100 0
NWMn A_model 290 70074 0 100 0
NWMn A_model 300 1320155 0 100 0
NWMn A_model 310 161953 0 100 0
NWMn A_model 320 218766 0 100 0
NWMn A_model 330 190497 0 100 0
NWMn A_model 340 282581 0 100 0
NWMn A_model 350 218192 0 100 0
NWMn A_model 360 369021 0 100 0
NWMn A_model 370 243966 0 100 0
NWMn A_model 380 491582 0 100 0
NWMn A_model 390 255090 0 100 0
NWMn A_model 400 4462213 0 100 0
NWMn A_model 410 417562 0 100 0
